profile,seed,damage_pct,score,stars,steps,ticks,terminated,truncated
medium,300672,0.8436915887850467,2.8436915887850467,2,83,826,True,False
hard,300673,0.12934782608695652,0.12934782608695652,0,58,578,True,False
medium,300674,0.28154205607476634,0.28154205607476634,0,65,649,True,False
hard,300675,0.22213958810068649,0.22213958810068649,0,59,582,True,False
medium,300676,0.3808411214953271,0.3808411214953271,0,60,595,True,False
hard,300677,0.10783752860411899,0.10783752860411899,0,61,601,True,False
medium,300678,0.7031152647975077,2.703115264797508,2,66,657,True,False
hard,300679,0.32991990846681923,0.32991990846681923,0,73,729,True,False
medium,300680,0.6827881619937695,2.6827881619937695,2,90,900,False,True
hard,300681,0.23157894736842105,0.23157894736842105,0,67,664,True,False
medium,300682,0.7467289719626168,2.7467289719626167,2,69,690,True,False
hard,300683,0.11916475972540046,0.11916475972540046,0,58,577,True,False
medium,300684,0.42967289719626167,0.42967289719626167,0,77,767,True,False
hard,300685,0.21287185354691077,0.21287185354691077,0,61,605,True,False
medium,300686,0.3356697819314642,0.3356697819314642,0,71,708,True,False
hard,300687,0.32511441647597256,0.32511441647597256,0,87,865,True,False
medium,300688,0.4411915887850468,0.4411915887850468,0,57,567,True,False
hard,300689,0.12866132723112128,0.12866132723112128,0,69,681,True,False
medium,300690,0.4415109034267913,0.4415109034267913,0,74,739,True,False
hard,300691,0.19719679633867276,0.19719679633867276,0,62,618,True,False
medium,300692,0.3841121495327103,0.3841121495327103,0,75,744,True,False
hard,300693,0.22734553775743707,0.22734553775743707,0,61,610,True,False
medium,300694,0.5102803738317757,2.5102803738317756,2,88,871,True,False
hard,300695,0.2356407322654462,0.2356407322654462,0,58,578,True,False
medium,300696,0.4179127725856698,0.4179127725856698,0,82,813,True,False
hard,300697,0.2540617848970252,0.2540617848970252,0,69,683,True,False
medium,300698,0.7198598130841122,2.719859813084112,2,90,900,False,True
hard,300699,0.35274599542334095,0.35274599542334095,0,70,698,True,False
medium,300700,0.3137071651090343,0.3137071651090343,0,65,647,True,False
hard,300701,0.16996567505720825,0.16996567505720825,0,63,623,True,False
medium,300702,0.5860591900311527,1.5860591900311527,1,75,747,True,False
hard,300703,0.07139588100686499,0.07139588100686499,0,61,601,True,False
medium,300704,0.15498442367601245,0.15498442367601245,0,68,674,True,False
hard,300705,0.21767734553775744,0.21767734553775744,0,90,900,False,True
medium,300706,0.7652647975077882,2.765264797507788,2,66,651,True,False
hard,300707,0.32700228832951944,0.32700228832951944,0,58,574,True,False
medium,300708,0.33294392523364486,0.33294392523364486,0,82,811,True,False
hard,300709,0.16270022883295193,0.16270022883295193,0,58,577,True,False
medium,300710,0.3487538940809969,0.3487538940809969,0,90,900,False,True
hard,300711,0.10852402745995424,0.10852402745995424,0,59,589,True,False
medium,300712,0.46838006230529594,0.46838006230529594,0,69,686,True,False
hard,300713,0.1518878718535469,0.1518878718535469,0,57,566,True,False
medium,300714,0.4396417445482866,0.4396417445482866,0,72,714,True,False
hard,300715,0.12957665903890161,0.12957665903890161,0,60,596,True,False
medium,300716,0.490809968847352,0.490809968847352,0,73,721,True,False
hard,300717,0.1394736842105263,0.1394736842105263,0,58,578,True,False
medium,300718,0.4484423676012461,0.4484423676012461,0,59,581,True,False
hard,300719,0.13346681922196796,0.13346681922196796,0,59,582,True,False
medium,300720,0.33154205607476633,0.33154205607476633,0,84,837,True,False
hard,300721,0.21745995423340966,0.21745995423340966,0,56,555,True,False
medium,300722,0.4780373831775701,0.4780373831775701,0,65,650,True,False
hard,300723,0.234954233409611,0.234954233409611,0,61,610,True,False
medium,300724,0.6978193146417445,1.6978193146417446,1,79,790,True,False
hard,300725,0.1518878718535469,0.1518878718535469,0,67,665,True,False
medium,300726,0.6679127725856698,2.66791277258567,2,63,629,True,False
hard,300727,0.21653318077803205,0.21653318077803205,0,78,771,True,False
medium,300728,0.7868380062305296,2.7868380062305294,2,82,811,True,False
hard,300729,0.26189931350114415,0.26189931350114415,0,90,900,False,True
medium,300730,0.6477414330218069,2.6477414330218068,2,66,653,True,False
hard,300731,0.1402745995423341,0.1402745995423341,0,65,641,True,False
medium,300732,0.8411214953271028,2.8411214953271027,2,73,722,True,False
hard,300733,0.22093821510297482,0.22093821510297482,0,59,585,True,False
medium,300734,0.45241433021806854,0.45241433021806854,0,72,719,True,False
hard,300735,0.2526887871853547,0.2526887871853547,0,62,619,True,False
medium,300736,0.3894080996884735,0.3894080996884735,0,66,660,True,False
hard,300737,0.32580091533180777,0.32580091533180777,0,64,640,True,False
medium,300738,0.41409657320872273,0.41409657320872273,0,85,843,True,False
hard,300739,0.2762013729977117,0.2762013729977117,0,69,690,True,False
medium,300740,0.4321651090342679,0.4321651090342679,0,75,744,True,False
hard,300741,0.12934782608695652,0.12934782608695652,0,56,560,True,False
medium,300742,0.6038940809968847,1.6038940809968847,1,90,900,False,True
hard,300743,0.09382151029748284,0.09382151029748284,0,58,573,True,False
medium,300744,0.685981308411215,1.685981308411215,1,76,759,True,False
hard,300745,0.452116704805492,0.452116704805492,0,64,635,True,False
medium,300746,0.48130841121495327,0.48130841121495327,0,73,730,True,False
hard,300747,0.23695652173913043,0.23695652173913043,0,61,608,True,False
medium,300748,0.5362149532710281,1.536214953271028,1,86,857,True,False
hard,300749,0.17917620137299772,0.17917620137299772,0,62,612,True,False
medium,300750,0.5757009345794393,1.5757009345794393,1,72,718,True,False
hard,300751,0.20520594965675057,0.20520594965675057,0,63,622,True,False
medium,300752,0.8207943925233645,2.8207943925233643,2,64,637,True,False
hard,300753,0.2732837528604119,0.2732837528604119,0,62,612,True,False
medium,300754,0.3191588785046729,0.3191588785046729,0,82,819,True,False
hard,300755,0.1788329519450801,0.1788329519450801,0,60,591,True,False
medium,300756,0.6035046728971962,2.6035046728971962,2,80,799,True,False
hard,300757,0.25663615560640735,0.25663615560640735,0,72,718,True,False
medium,300758,0.30825545171339563,0.30825545171339563,0,63,623,True,False
hard,300759,0.2778032036613272,0.2778032036613272,0,64,640,True,False
medium,300760,0.559423676012461,1.559423676012461,1,69,683,True,False
hard,300761,0.18775743707093823,0.18775743707093823,0,81,810,True,False
medium,300762,0.48746105919003113,0.48746105919003113,0,90,892,True,False
hard,300763,0.24736842105263157,0.24736842105263157,0,59,587,True,False
medium,300764,0.5404127725856698,1.5404127725856698,1,61,606,True,False
hard,300765,0.23483981693363845,0.23483981693363845,0,71,708,True,False
medium,300766,0.3115264797507788,0.3115264797507788,0,77,770,True,False
hard,300767,0.18878718535469108,0.18878718535469108,0,68,675,True,False
medium,300768,0.46713395638629285,0.46713395638629285,0,60,600,True,False
hard,300769,0.2986270022883295,0.2986270022883295,0,60,596,True,False
medium,300770,0.47655763239875387,0.47655763239875387,0,73,727,True,False
hard,300771,0.34845537757437073,0.34845537757437073,0,68,680,True,False
medium,300772,0.40054517133956385,0.40054517133956385,0,78,777,True,False
hard,300773,0.1598970251716247,0.1598970251716247,0,60,594,True,False
medium,300774,0.41409657320872273,0.41409657320872273,0,78,774,True,False
hard,300775,0.1831807780320366,0.1831807780320366,0,59,583,True,False
medium,300776,0.382398753894081,0.382398753894081,0,90,900,False,True
hard,300777,0.11704805491990847,0.11704805491990847,0,62,618,True,False
medium,300778,0.45607476635514016,0.45607476635514016,0,65,647,True,False
hard,300779,0.31458810068649884,0.31458810068649884,0,81,801,True,False
medium,300780,0.3104361370716511,0.3104361370716511,0,61,605,True,False
hard,300781,0.21973684210526315,0.21973684210526315,0,63,628,True,False
medium,300782,0.30280373831775703,0.30280373831775703,0,61,605,True,False
hard,300783,0.22213958810068649,0.22213958810068649,0,61,603,True,False
medium,300784,0.3765576323987539,0.3765576323987539,0,61,603,True,False
hard,300785,0.1402745995423341,0.1402745995423341,0,58,577,True,False
medium,300786,0.564797507788162,1.564797507788162,1,90,900,False,True
hard,300787,0.2324370709382151,0.2324370709382151,0,75,742,True,False
medium,300788,0.4568380062305296,0.4568380062305296,0,58,577,True,False
hard,300789,0.3146453089244851,0.3146453089244851,0,70,694,True,False
medium,300790,0.5541277258566978,1.5541277258566977,1,78,780,True,False
hard,300791,0.09181922196796338,0.09181922196796338,0,61,602,True,False
medium,300792,0.45950155763239875,0.45950155763239875,0,75,750,True,False
hard,300793,0.1923913043478261,0.1923913043478261,0,58,577,True,False
medium,300794,0.7262928348909657,2.7262928348909656,2,85,842,True,False
hard,300795,0.31990846681922197,0.31990846681922197,0,83,825,True,False
medium,300796,0.3689252336448598,0.3689252336448598,0,90,900,False,True
hard,300797,0.14519450800915332,0.14519450800915332,0,90,900,False,True
medium,300798,0.48364485981308414,0.48364485981308414,0,81,804,True,False
hard,300799,0.2782036613272311,0.2782036613272311,0,90,900,False,True
medium,300800,0.2953271028037383,0.2953271028037383,0,76,753,True,False
hard,300801,0.24307780320366132,0.24307780320366132,0,62,615,True,False
medium,300802,0.26612149532710283,0.26612149532710283,0,58,571,True,False
hard,300803,0.27339816933638444,0.27339816933638444,0,57,567,True,False
medium,300804,0.7565420560747663,2.756542056074766,2,90,900,False,True
hard,300805,0.1896453089244851,0.1896453089244851,0,65,642,True,False
medium,300806,0.2880841121495327,0.2880841121495327,0,60,593,True,False
hard,300807,0.13398169336384438,0.13398169336384438,0,60,592,True,False
medium,300808,0.5169003115264797,1.5169003115264799,1,77,762,True,False
hard,300809,0.19839816933638443,0.19839816933638443,0,65,641,True,False
medium,300810,0.3569314641744548,0.3569314641744548,0,69,689,True,False
hard,300811,0.17917620137299772,0.17917620137299772,0,72,711,True,False
medium,300812,0.7540498442367601,2.7540498442367602,2,71,706,True,False
hard,300813,0.238558352402746,0.238558352402746,0,64,636,True,False
medium,300814,0.856386292834891,2.856386292834891,2,73,721,True,False
hard,300815,0.26229977116704806,0.26229977116704806,0,64,637,True,False
medium,300816,0.40319314641744547,0.40319314641744547,0,65,644,True,False
hard,300817,0.24605263157894736,0.24605263157894736,0,80,791,True,False
medium,300818,0.2661993769470405,0.2661993769470405,0,69,681,True,False
hard,300819,0.26498855835240276,0.26498855835240276,0,75,744,True,False
medium,300820,0.764018691588785,2.764018691588785,2,70,695,True,False
hard,300821,0.2120137299771167,0.2120137299771167,0,57,569,True,False
medium,300822,0.3910436137071651,0.3910436137071651,0,79,782,True,False
hard,300823,0.1663615560640732,0.1663615560640732,0,61,601,True,False
medium,300824,0.4042834890965732,0.4042834890965732,0,62,617,True,False
hard,300825,0.23094965675057208,0.23094965675057208,0,59,585,True,False
medium,300826,0.5194704049844237,1.5194704049844237,1,61,606,True,False
hard,300827,0.13478260869565217,0.13478260869565217,0,62,615,True,False
medium,300828,0.4095794392523365,0.4095794392523365,0,69,686,True,False
hard,300829,0.18884439359267735,0.18884439359267735,0,67,663,True,False
medium,300830,0.659190031152648,2.659190031152648,2,63,628,True,False
hard,300831,0.2784324942791762,0.2784324942791762,0,74,731,True,False
medium,300832,0.8649532710280374,2.864953271028037,2,89,889,True,False
hard,300833,0.3275171624713959,0.3275171624713959,0,83,830,True,False
medium,300834,0.7690031152647975,2.7690031152647974,2,90,900,False,True
hard,300835,0.18558352402745995,0.18558352402745995,0,69,687,True,False
medium,300836,0.38177570093457946,0.38177570093457946,0,81,806,True,False
hard,300837,0.16321510297482839,0.16321510297482839,0,66,653,True,False
medium,300838,0.32694704049844237,0.32694704049844237,0,66,659,True,False
hard,300839,0.17362700228832953,0.17362700228832953,0,62,617,True,False
medium,300840,0.39221183800623055,0.39221183800623055,0,80,796,True,False
hard,300841,0.19920480549199088,0.19920480549199088,0,61,602,True,False
medium,300842,0.7902647975077881,2.7902647975077883,2,90,900,False,True
hard,300843,0.2725972540045767,0.2725972540045767,0,61,606,True,False
medium,300844,0.43753894080996886,0.43753894080996886,0,67,665,True,False
hard,300845,0.2687070938215103,0.2687070938215103,0,87,867,True,False
medium,300846,0.2739096573208723,0.2739096573208723,0,63,621,True,False
hard,300847,0.17545766590389017,0.17545766590389017,0,64,637,True,False
medium,300848,0.3983644859813084,0.3983644859813084,0,70,692,True,False
hard,300849,0.2637871853546911,0.2637871853546911,0,64,638,True,False
medium,300850,0.9230529595015576,2.9230529595015575,2,90,900,False,True
hard,300851,0.2351258581235698,0.2351258581235698,0,79,781,True,False
medium,300852,0.610202492211838,2.610202492211838,2,67,663,True,False
hard,300853,0.0933066361556064,0.0933066361556064,0,57,570,True,False
medium,300854,0.734190031152648,1.734190031152648,1,72,716,True,False
hard,300855,0.1915903890160183,0.1915903890160183,0,60,599,True,False
medium,300856,0.6480529595015576,1.6480529595015576,1,80,796,True,False
hard,300857,0.21762013729977117,0.21762013729977117,0,61,603,True,False
medium,300858,0.7875389408099689,2.787538940809969,2,78,773,True,False
hard,300859,0.10234553775743707,0.10234553775743707,0,59,583,True,False
medium,300860,0.16806853582554518,0.16806853582554518,0,58,574,True,False
hard,300861,0.3009153318077803,0.3009153318077803,0,61,607,True,False
medium,300862,0.44641744548286605,0.44641744548286605,0,75,742,True,False
hard,300863,0.2753432494279176,0.2753432494279176,0,75,741,True,False
medium,300864,0.7296728971962617,2.7296728971962616,2,81,801,True,False
hard,300865,0.1874656750572082,0.1874656750572082,0,61,602,True,False
medium,300866,0.2455607476635514,0.2455607476635514,0,75,743,True,False
hard,300867,0.10795194508009154,0.10795194508009154,0,65,645,True,False
medium,300868,0.4109034267912773,0.4109034267912773,0,66,658,True,False
hard,300869,0.1474828375286041,0.1474828375286041,0,57,566,True,False
medium,300870,0.46386292834890963,0.46386292834890963,0,60,598,True,False
hard,300871,0.22013729977116706,0.22013729977116706,0,64,634,True,False
medium,300872,0.7501557632398754,1.7501557632398754,1,83,822,True,False
hard,300873,0.2251430205949657,0.2251430205949657,0,60,599,True,False
medium,300874,0.23465732087227414,0.23465732087227414,0,59,585,True,False
hard,300875,0.19639588100686498,0.19639588100686498,0,63,630,True,False
medium,300876,0.43481308411214953,0.43481308411214953,0,61,607,True,False
hard,300877,0.2809496567505721,0.2809496567505721,0,68,673,True,False
medium,300878,0.560981308411215,1.560981308411215,1,61,609,True,False
hard,300879,0.16990846681922198,0.16990846681922198,0,59,590,True,False
medium,300880,0.8901869158878505,2.8901869158878504,2,90,900,False,True
hard,300881,0.24925629290617848,0.24925629290617848,0,68,671,True,False
medium,300882,0.8814641744548286,2.8814641744548286,2,90,900,False,True
hard,300883,0.24576659038901602,0.24576659038901602,0,58,579,True,False
medium,300884,0.7407320872274143,2.740732087227414,2,74,737,True,False
hard,300885,0.2819221967963387,0.2819221967963387,0,75,746,True,False
medium,300886,0.832632398753894,2.832632398753894,2,81,803,True,False
hard,300887,0.08060640732265446,0.08060640732265446,0,57,562,True,False
medium,300888,0.27266355140186915,0.27266355140186915,0,61,609,True,False
hard,300889,0.1314645308924485,0.1314645308924485,0,58,576,True,False
medium,300890,0.7723520249221184,1.7723520249221183,1,65,644,True,False
hard,300891,0.13878718535469106,0.13878718535469106,0,60,599,True,False
medium,300892,0.2062305295950156,0.2062305295950156,0,62,617,True,False
hard,300893,0.31859267734553776,0.31859267734553776,0,63,624,True,False
medium,300894,0.9279595015576324,2.9279595015576323,2,88,877,True,False
hard,300895,0.16842105263157894,0.16842105263157894,0,65,649,True,False
medium,300896,0.45186915887850465,0.45186915887850465,0,78,772,True,False
hard,300897,0.12076659038901602,0.12076659038901602,0,73,727,True,False
medium,300898,0.5659657320872274,1.5659657320872276,1,73,727,True,False
hard,300899,0.31453089244851257,0.31453089244851257,0,77,769,True,False
medium,300900,0.3000778816199377,0.3000778816199377,0,60,591,True,False
hard,300901,0.21172768878718534,0.21172768878718534,0,62,617,True,False
medium,300902,0.7287383177570094,2.7287383177570095,2,68,675,True,False
hard,300903,0.30978260869565216,0.30978260869565216,0,87,866,True,False
medium,300904,0.41370716510903427,0.41370716510903427,0,72,715,True,False
hard,300905,0.1763157894736842,0.1763157894736842,0,80,796,True,False
medium,300906,0.4883956386292835,0.4883956386292835,0,67,663,True,False
hard,300907,0.2064645308924485,0.2064645308924485,0,63,629,True,False
medium,300908,0.21822429906542057,0.21822429906542057,0,61,604,True,False
hard,300909,0.17196796338672768,0.17196796338672768,0,62,620,True,False
medium,300910,0.35241433021806856,0.35241433021806856,0,90,897,True,False
hard,300911,0.17637299771167048,0.17637299771167048,0,57,568,True,False
medium,300912,0.8547507788161994,2.854750778816199,2,68,675,True,False
hard,300913,0.13518306636155605,0.13518306636155605,0,63,628,True,False
medium,300914,0.5581775700934579,1.558177570093458,1,90,900,False,True
hard,300915,0.23123569794050344,0.23123569794050344,0,59,586,True,False
medium,300916,0.2935358255451713,0.2935358255451713,0,85,849,True,False
hard,300917,0.3045766590389016,0.3045766590389016,0,68,680,True,False
medium,300918,0.5894859813084112,1.5894859813084112,1,59,584,True,False
hard,300919,0.2345537757437071,0.2345537757437071,0,59,581,True,False
medium,300920,0.7081775700934579,1.7081775700934578,1,74,732,True,False
hard,300921,0.36727688787185353,0.36727688787185353,0,75,743,True,False
medium,300922,0.5795171339563863,1.5795171339563863,1,78,776,True,False
hard,300923,0.2032036613272311,0.2032036613272311,0,57,561,True,False
medium,300924,0.7232866043613707,2.7232866043613706,2,74,737,True,False
hard,300925,0.23483981693363845,0.23483981693363845,0,73,728,True,False
medium,300926,0.45506230529595015,0.45506230529595015,0,90,900,False,True
hard,300927,0.18844393592677344,0.18844393592677344,0,65,649,True,False
medium,300928,0.765809968847352,2.765809968847352,2,81,809,True,False
hard,300929,0.23558352402745997,0.23558352402745997,0,58,578,True,False
medium,300930,0.676791277258567,2.676791277258567,2,67,664,True,False
hard,300931,0.27208237986270023,0.27208237986270023,0,61,609,True,False
medium,300932,0.42679127725856697,0.42679127725856697,0,65,644,True,False
hard,300933,0.22202517162471397,0.22202517162471397,0,57,567,True,False
medium,300934,0.5992990654205608,2.5992990654205608,2,72,713,True,False
hard,300935,0.20525171624713956,0.20525171624713956,0,58,577,True,False
medium,300936,0.5048286604361371,1.5048286604361372,1,90,900,False,True
hard,300937,0.21229977116704807,0.21229977116704807,0,58,578,True,False
medium,300938,0.7630841121495328,2.763084112149533,2,90,900,False,True
hard,300939,0.18346681922196797,0.18346681922196797,0,66,655,True,False
medium,300940,0.5985981308411215,2.5985981308411215,2,89,887,True,False
hard,300941,0.3423913043478261,0.3423913043478261,0,60,599,True,False
medium,300942,0.7080218068535825,2.7080218068535826,2,90,900,False,True
hard,300943,0.3355263157894737,0.3355263157894737,0,90,900,False,True
medium,300944,1.0,4.0,3,89,887,True,False
hard,300945,0.18192219679633867,0.18192219679633867,0,69,683,True,False
medium,300946,0.5396417445482866,1.5396417445482866,1,69,688,True,False
hard,300947,0.12585812356979406,0.12585812356979406,0,69,690,True,False
medium,300948,0.2623052959501558,0.2623052959501558,0,64,637,True,False
hard,300949,0.10354691075514874,0.10354691075514874,0,61,605,True,False
medium,300950,0.44462616822429907,0.44462616822429907,0,61,606,True,False
hard,300951,0.4433066361556064,0.4433066361556064,0,69,690,True,False
medium,300952,0.43068535825545173,0.43068535825545173,0,75,750,True,False
hard,300953,0.06367276887871853,0.06367276887871853,0,57,562,True,False
medium,300954,0.46822429906542057,0.46822429906542057,0,64,639,True,False
hard,300955,0.11905034324942791,0.11905034324942791,0,57,567,True,False
medium,300956,0.6134735202492212,1.6134735202492212,1,60,600,True,False
hard,300957,0.1066819221967963,0.1066819221967963,0,63,630,True,False
medium,300958,0.39400311526479753,0.39400311526479753,0,64,634,True,False
hard,300959,0.18003432494279176,0.18003432494279176,0,64,634,True,False
medium,300960,0.6056853582554517,1.6056853582554518,1,71,708,True,False
hard,300961,0.20852402745995424,0.20852402745995424,0,74,731,True,False
medium,300962,0.5254672897196262,1.5254672897196262,1,68,671,True,False
hard,300963,0.3017734553775744,0.3017734553775744,0,59,585,True,False
medium,300964,0.4015576323987539,0.4015576323987539,0,72,712,True,False
hard,300965,0.12986270022883295,0.12986270022883295,0,60,600,True,False
medium,300966,0.2592990654205607,0.2592990654205607,0,66,652,True,False
hard,300967,0.23083524027459953,0.23083524027459953,0,63,626,True,False
medium,300968,0.5632398753894081,1.5632398753894081,1,69,685,True,False
hard,300969,0.17471395881006865,0.17471395881006865,0,60,593,True,False
medium,300970,0.5642523364485982,1.564252336448598,1,71,702,True,False
hard,300971,0.1679633867276888,0.1679633867276888,0,63,625,True,False
medium,300972,0.52702492211838,1.52702492211838,1,90,900,False,True
hard,300973,0.0937070938215103,0.0937070938215103,0,57,565,True,False
medium,300974,0.6046728971962617,1.6046728971962616,1,64,640,True,False
hard,300975,0.16578947368421051,0.16578947368421051,0,63,626,True,False
medium,300976,0.40841121495327104,0.40841121495327104,0,67,667,True,False
hard,300977,0.2893592677345538,0.2893592677345538,0,77,768,True,False
medium,300978,0.44353582554517135,0.44353582554517135,0,66,652,True,False
hard,300979,0.12305491990846681,0.12305491990846681,0,57,568,True,False
medium,300980,0.7902647975077881,2.7902647975077883,2,61,605,True,False
hard,300981,0.33672768878718534,0.33672768878718534,0,86,856,True,False
medium,300982,0.39010903426791277,0.39010903426791277,0,66,659,True,False
hard,300983,0.16481693363844394,0.16481693363844394,0,68,680,True,False
medium,300984,0.5189252336448598,1.5189252336448598,1,66,654,True,False
hard,300985,0.1580091533180778,0.1580091533180778,0,68,674,True,False
medium,300986,0.25957943925233645,0.25957943925233645,0,68,673,True,False
hard,300987,0.16481693363844394,0.16481693363844394,0,61,602,True,False
medium,300988,0.6735202492211838,2.673520249221184,2,82,815,True,False
hard,300989,0.06899313501144165,0.06899313501144165,0,61,602,True,False
medium,300990,0.3322429906542056,0.3322429906542056,0,65,648,True,False
hard,300991,0.2949656750572082,0.2949656750572082,0,63,630,True,False
medium,300992,0.4630841121495327,0.4630841121495327,0,90,900,False,True
hard,300993,0.2017162471395881,0.2017162471395881,0,59,588,True,False
medium,300994,0.5492990654205607,1.5492990654205607,1,66,658,True,False
hard,300995,0.28581235697940505,0.28581235697940505,0,78,776,True,False
medium,300996,0.4769470404984424,0.4769470404984424,0,79,787,True,False
hard,300997,0.17162471395881007,0.17162471395881007,0,64,636,True,False
medium,300998,0.36129283489096575,0.36129283489096575,0,68,671,True,False
hard,300999,0.11776887871853549,0.11776887871853549,0,57,564,True,False
